timestamp,open,high,low,close,volume,trade_count,vwap
2018-04-19 13:40:00+00:00,25.02,25.02,25.02,25.02,100,1,25.02
2018-04-19 16:10:00+00:00,24.4744,24.4744,24.4744,24.4744,100,1,24.4744
2018-04-19 16:55:00+00:00,24.4936,24.4936,24.4936,24.4936,1200,2,24.4936
2018-04-19 17:05:00+00:00,24.4,24.4,24.3468,24.3468,400,2,24.3734
2018-04-19 18:20:00+00:00,24.35,24.35,24.34,24.34,300,3,24.343333
2018-04-19 18:50:00+00:00,24.45,24.45,24.45,24.45,200,2,24.45
2018-04-19 18:55:00+00:00,24.48,24.48,24.48,24.48,598,4,24.48
2018-04-19 19:45:00+00:00,24.6099,24.6099,24.6099,24.6099,100,1,24.6099
2018-04-20 13:30:00+00:00,24.36,24.36,24.11,24.11,1600,9,24.2665
2018-04-20 14:05:00+00:00,23.84,23.84,23.84,23.84,100,1,23.84
2018-04-20 15:05:00+00:00,23.73,23.73,23.73,23.73,305,3,23.73
2018-04-20 15:15:00+00:00,23.72,23.72,23.72,23.72,500,3,23.72
2018-04-20 15:45:00+00:00,23.83,23.83,23.83,23.83,200,2,23.83
2018-04-20 15:50:00+00:00,23.7962,23.7962,23.7962,23.7962,501,2,23.796267
2018-04-20 18:00:00+00:00,23.9092,23.9092,23.9092,23.9092,850,1,23.9092
2018-04-20 18:10:00+00:00,23.9,23.91,23.9,23.91,8360,7,23.905
2018-04-20 18:35:00+00:00,23.859,23.859,23.809,23.809,1400,2,23.834
2018-04-20 19:05:00+00:00,23.72,23.72,23.72,23.72,430,4,23.72
2018-04-23 13:30:00+00:00,24.0,24.0,23.757,23.784,550,7,23.842564
2018-04-23 13:40:00+00:00,23.7343,23.7343,23.7343,23.7343,105,1,23.7343
2018-04-23 14:05:00+00:00,23.61,23.61,23.61,23.61,300,1,23.61
2018-04-23 14:30:00+00:00,23.573,23.573,23.573,23.573,211,1,23.573
2018-04-23 15:50:00+00:00,23.629,23.629,23.629,23.629,200,1,23.629
2018-04-23 16:15:00+00:00,23.59,23.59,23.59,23.59,200,1,23.59
